Country: IL, city: Tel Aviv
null
09/12/2018 22:09:14.266,Gyroscope data[deg/sec],,,Accelerometer data [m/s^2],,,Absolute Acc.[m/s^2],Magnetometer data [µT],,,Barometer data altitude, Pressure,Number of SenseAir message,Pitch,Roll,Yaw,Status of device,Main battery,Fire pulse width
09/12/2018 22:09:14.720,!File renamed.2.............: LOG_64__09-12-2018_22-09-14.CSV
09/12/2018 22:09:14.736,  0.958, -0.017,  0.001, -2.084, -1.097,  9.518,  9.805, 17.570, 43.163,-32.106, -0.229,507.908,287822, 11.637,  6.438,-10.128,-11.750,-80.085,  1.313,0,4.18,1372
09/12/2018 22:09:15.096,  0.890, -0.016, -0.003, -2.085, -1.095,  9.518,  9.805, 17.579, 43.232,-32.051, -0.218,507.908,287823, 11.763,  6.438,-10.014,-11.750,-80.039,  1.313,0,4.18,1372
09/12/2018 22:09:15.116,  0.832,  0.004, -0.003, -2.085, -1.096,  9.518,  9.805, 17.587, 43.295,-31.999, -0.215,507.913,287824, 11.790,  6.438,-10.042,-11.750,-80.049,  1.313,0,4.18,1372
09/12/2018 22:09:15.135,  0.769, -0.001, -0.008, -2.086, -1.095,  9.518,  9.806, 17.595, 43.272,-32.042, -0.211,507.913,287825, 11.848,  6.438,-10.015,-11.750,-80.037,  1.313,0,4.18,1372
09/12/2018 22:09:15.155,  0.715,  0.004,  0.002, -2.088, -1.095,  9.519,  9.806, 17.602, 43.252,-32.082, -0.217,507.920,287826, 11.895,  6.438,-10.008,-11.750,-80.039,  1.313,0,4.18,1372
09/12/2018 22:09:15.176,  0.651, -0.001, -0.003, -2.090, -1.095,  9.520,  9.808, 17.608, 43.233,-32.118, -0.223,507.920,287827, 11.890,  6.438, -9.998,-11.750,-80.048,  1.313,0,4.18,1372
09/12/2018 22:09:15.196,  0.602, -0.015, -0.007, -2.088, -1.094,  9.522,  9.810, 17.614, 43.243,-32.071, -0.236,507.926,287828, 11.765,  6.438, -9.985,-11.750,-80.032,  1.313,0,4.18,1372
09/12/2018 22:09:15.216,  0.561, -0.009, -0.007, -2.087, -1.094,  9.524,  9.811, 17.620, 43.253,-32.028, -0.248,507.926,287829, 11.739,  6.438, -9.980,-11.750,-80.003,  1.313,0,4.18,1372
09/12/2018 22:09:15.235,  0.528, -0.013, -0.016, -2.086, -1.094,  9.524,  9.810, 17.654, 43.263,-32.040, -0.265,507.931,287830, 11.792,  6.438, -9.974,-11.750,-79.921,  1.313,0,4.18,1372
09/12/2018 22:09:15.256,  0.497, -0.008, -0.010, -2.086, -1.093,  9.523,  9.810, 17.685, 43.271,-32.051, -0.281,507.931,287831, 11.863,  6.438, -9.977,-11.750,-79.862,  1.313,0,4.18,1372
